时间,经度,纬度,GPS状态
14:7:38,30.501985145,114.42899680666666,5
14:7:39,30.501985243333333,114.42899692333333,5
14:7:40,30.501985251666667,114.428996895,5
14:7:41,30.501985326666667,114.42899683,5
14:7:42,30.501985401666666,114.428996765,5
14:7:43,30.501985346666668,114.428996775,5
14:7:44,30.50198525,114.42899684,5
14:7:45,30.501985143333332,114.428996885,5
14:7:46,30.501985053333332,114.428996935,5
14:7:47,30.501984986666667,114.42899695,5
14:7:48,30.501984933333333,114.42899696666667,5
14:7:49,30.501984881666665,114.42899694333333,5
14:7:50,30.501984831666668,114.42899691166667,5
14:7:51,30.501984778333334,114.42899689,5
14:7:52,30.50198472,114.42899689333333,5
14:7:53,30.501984676666666,114.42899694666667,5
14:7:54,30.501984605,114.42899706166666,5
14:7:55,30.501984545,114.42899721166667,5
14:7:56,30.501984563333334,114.428997365,5
14:7:57,30.5019846,114.42899746333333,5
14:7:58,30.501984638333333,114.42899754666666,5
14:7:59,30.501984686666667,114.428997615,5
14:8:0,30.501984631666666,114.428997705,5
14:8:1,30.501984568333334,114.42899779,5
14:8:2,30.501984561666667,114.42899779333334,5
14:8:3,30.501984555,114.428997735,5
14:8:4,30.501984553333333,114.42899765,5
14:8:5,30.501984568333334,114.42899759666666,5
14:8:6,30.501984623333332,114.42899759166667,5
14:8:7,30.501984678333333,114.42899760666667,5
14:8:8,30.501984736666667,114.428997665,5
14:8:9,30.50198479333333,114.42899775333333,5
14:8:10,30.501984831666668,114.42899784666666,5
14:8:11,30.501984846666666,114.42899790833333,5
14:8:12,30.50198478,114.42899793666666,5
14:8:13,30.501984741666668,114.428997935,5
14:8:14,30.501984716666666,114.42899792833333,5
14:8:15,30.50198472,114.42899790666667,5
14:8:16,30.501984713333332,114.42899785333333,5
14:8:17,30.501984703333335,114.428997785,5
14:8:18,30.501984698333334,114.428997695,5
14:8:19,30.50198470833333,114.42899771833333,5
14:8:20,30.50198470833333,114.42899774,5
14:8:21,30.501981136666668,114.42900223166667,5
14:8:22,30.50197344,114.42901193,5
14:8:23,30.501960371666666,114.42902596166667,5
14:8:24,30.501942816666666,114.42904512,5
14:8:25,30.501922566666668,114.42906706,5
14:8:26,30.501899221666665,114.42908880666667,5
14:8:27,30.501874878333332,114.429111445,5
14:8:28,30.501851985,114.42913307333333,5
14:8:29,30.501829405,114.42915404,5
14:8:30,30.501806188333333,114.42916428333334,5
14:8:31,30.501786593333332,114.42915946833334,5
14:8:32,30.50177056,114.42914419666667,5
14:8:33,30.501759928333332,114.42912326666666,5
14:8:34,30.50175039333333,114.42909957666667,5
14:8:35,30.501743578333333,114.42907413,5
14:8:36,30.50173487,114.42904837666667,5
14:8:37,30.501726616666666,114.42902359833333,5
14:8:38,30.50172138,114.42899980166666,5
14:8:39,30.50171795,114.42897619333333,5
14:8:40,30.50171395,114.42895219333333,5
14:8:41,30.501708918333332,114.42892614666667,5
14:8:42,30.501703781666667,114.42889772666666,5
14:8:43,30.501697125,114.42887096,5
14:8:44,30.50169231,114.42884535333333,5
14:8:45,30.501686833333334,114.42882047666667,5
14:8:46,30.501680688333334,114.42879683666666,5
14:8:47,30.501674398333332,114.428773865,5
14:8:48,30.50166864,114.42875170333333,5
14:8:49,30.501664478333332,114.42873119333333,5
14:8:50,30.50166151333333,114.42871092,5
14:8:51,30.501658778333333,114.42869166,5
14:8:52,30.501656491666665,114.42867380333334,5
14:8:53,30.50165439,114.42866029666666,5
14:8:54,30.50165189166667,114.42864441,5
14:8:55,30.501648315,114.42862345,5
14:8:56,30.501642841666666,114.42859707333334,5
14:8:57,30.501634271666667,114.42856954333334,5
14:8:58,30.501626843333334,114.42854392333334,5
14:8:59,30.501621741666668,114.42852268333333,5
14:9:0,30.501620618333334,114.42850424333334,5
14:9:1,30.50161998,114.42849327333333,5
14:9:2,30.501619968333333,114.42848746833333,5
14:9:3,30.501619965,114.42848739,5
14:9:4,30.501621111666665,114.42848713,5
14:9:5,30.501621355,114.428487,5
14:9:6,30.50162151,114.42848698666667,5
14:9:7,30.501621613333334,114.42848710166666,5
14:9:8,30.501621681666666,114.42848722833334,5
14:9:9,30.50162162333333,114.42848734666667,5
14:9:10,30.501621671666665,114.42848754333333,5
14:9:11,30.501621633333333,114.42848761833334,5
14:9:12,30.501621638333333,114.42848764333333,5
14:9:13,30.501621641666667,114.42848779333333,5
14:9:14,30.501621688333334,114.428487855,5
14:9:15,30.50161689,114.42848968166666,4
14:9:16,30.501616846666668,114.42848976,4
14:9:17,30.501616831666666,114.42848974833333,4
14:9:18,30.501616761666668,114.42848977,4
14:9:19,30.50161675,114.42848977333334,4
14:9:20,30.501616671666667,114.42848976666667,4
14:9:21,30.501616721666668,114.42848975,4
14:9:22,30.501616636666668,114.42848980333333,4
14:9:23,30.50161662,114.42848979833333,4
14:9:24,30.501616623333334,114.42848983333333,4
14:9:25,30.501616803333334,114.42848978833334,4
14:9:26,30.501616841666667,114.42848974833333,4
14:9:27,30.501616831666666,114.428489745,4
14:9:28,30.501616785,114.42848972333333,4
14:9:29,30.501616758333334,114.42848979666667,4
14:9:30,30.501616765,114.42848978333333,4
14:9:31,30.501616858333332,114.42848977666667,4
14:9:32,30.50161692,114.42848973666666,4
14:9:33,30.50161688,114.42848977833333,4
14:9:34,30.50161693,114.42848984,4
14:9:35,30.501616925,114.42848973833334,4
14:9:36,30.50161683,114.42848976166667,4
14:9:37,30.50161684,114.42848978166667,4
14:9:38,30.5016168,114.428489825,4
14:9:39,30.501616761666668,114.42848981666667,4
14:9:40,30.501616705,114.42848987,4
14:9:41,30.501616583333334,114.42848986666667,4
14:9:42,30.501616581666667,114.42848989333334,4
14:9:43,30.501616666666667,114.42848988333333,4
14:9:44,30.501616636666668,114.428489925,4
14:9:45,30.501616875,114.42848981666667,4
14:9:46,30.501616818333332,114.42848983166667,4
14:9:47,30.50161681333333,114.42848985333333,4
14:9:48,30.501616746666667,114.428489875,4
14:9:49,30.501616721666668,114.42848986,4
14:9:50,30.501616591666668,114.428489855,4
14:9:51,30.501616538333334,114.428489915,4
14:9:52,30.501616448333333,114.428489905,4
14:9:53,30.50161642,114.428489895,4
14:9:54,30.501616401666666,114.42848994,4
14:9:55,30.501616501666668,114.42849000833333,4
14:9:56,30.501616773333332,114.428489905,4
14:9:57,30.501616786666666,114.428489885,4
14:9:58,30.501616696666666,114.42848991333334,4
14:9:59,30.501616668333334,114.4284899,4
14:10:0,30.501616626666667,114.42848989833334,4
14:10:1,30.501616518333332,114.42848992833333,4
14:10:2,30.501616463333335,114.428489925,4
14:10:3,30.501616436666666,114.42848993166666,4
14:10:4,30.501616343333332,114.428489985,4
14:10:5,30.501616486666666,114.42848996666666,4
14:10:6,30.501616696666666,114.42848983166667,4
14:10:7,30.501616723333335,114.428489845,4
14:10:8,30.50161665,114.42848983833333,4
14:10:9,30.501616593333335,114.42848987,4
14:10:10,30.501616548333335,114.42848984,4
14:10:11,30.501616503333334,114.42848989333334,4
14:10:12,30.501616423333335,114.42848990333333,4
14:10:13,30.501616348333332,114.42848993333334,4
14:10:14,30.501616265,114.42848998166667,4
14:10:15,30.501616103333333,114.42849003833334,4
14:10:16,30.501616185,114.42849007666666,4
14:10:17,30.501616571666666,114.42848986333334,4
14:10:18,30.501616625,114.42848982666666,4
14:10:19,30.501616643333332,114.42848984333334,4
14:10:20,30.50161653,114.42848987666666,4
14:10:21,30.501616546666668,114.42848988833333,4
14:10:22,30.501616446666667,114.428489995,4
14:10:23,30.50161642833333,114.42848999666667,4
14:10:24,30.501616305,114.42849,4
14:10:25,30.501616156666667,114.42849012333333,4
14:10:26,30.501616156666667,114.42849012333333,4
14:10:27,30.501616671666667,114.42848997333333,4
14:10:28,30.501616658333333,114.42848990666667,4
14:10:29,30.50161675,114.42848989833334,4
14:10:30,30.501616533333333,114.42849000666666,4
14:10:31,30.50161651166667,114.42849003666667,4
14:10:32,30.5016165,114.42849008666667,4
14:10:33,30.501616423333335,114.42849009666666,4
14:10:34,30.501616235,114.42849012333333,4
14:10:35,30.501615976666667,114.428490275,4
14:10:36,30.501615976666667,114.428490275,4
14:10:37,30.501615976666667,114.428490275,4
14:10:38,30.50161575,114.428490475,4
14:10:39,30.50161694,114.42848989833334,4
14:10:40,30.501616746666667,114.4284899,4
14:10:41,30.501616366666667,114.42849004,4
14:10:42,30.501616443333333,114.42849000166666,4
14:10:43,30.501616543333334,114.428489935,4
14:10:44,30.501616345,114.42849008,4
14:10:45,30.501616301666665,114.4284901,4
14:10:46,30.501616301666665,114.4284901,4
14:10:47,30.501617173333333,114.428489825,4
14:10:48,30.501617105,114.42848984333334,4
14:10:49,30.501617065,114.42848983,4
14:10:50,30.501616806666668,114.4284899,4
14:10:51,30.501616733333332,114.4284899,4
14:10:52,30.501616623333334,114.428489975,4
14:10:53,30.50161657,114.428490055,4
14:10:54,30.501616613333333,114.42849004666667,4
14:10:55,30.501616528333333,114.42849010166667,4
14:10:56,30.501616563333332,114.428489945,4
14:10:57,30.50161677,114.42848992,4
14:10:58,30.501616746666667,114.42848998333334,4
14:10:59,30.50161673,114.42848998166667,4
14:11:0,30.501616825,114.42848999166667,4
14:11:1,30.501616798333334,114.42848994833334,4
14:11:2,30.501616881666667,114.428489875,4
14:11:3,30.50161654,114.42849001166667,4
14:11:4,30.501616451666667,114.42849000833333,4
14:11:5,30.50161646,114.42849006,4
14:11:6,30.501616408333334,114.42849012666667,4
14:11:7,30.501616605,114.42848997833333,4
14:11:8,30.5016167,114.42848991166667,4
14:11:9,30.501616765,114.42848995666667,4
14:11:10,30.501616723333335,114.42848991833333,4
14:11:11,30.501616715,114.42848997333333,4
14:11:12,30.501616641666665,114.42848995166666,4
14:11:13,30.501616578333334,114.42848999,4
14:11:14,30.50161651333333,114.42848999833333,4
14:11:15,30.501616411666667,114.42849005666666,4
14:11:16,30.501616586666668,114.428490005,4
14:11:17,30.501616795,114.42848992833333,4
14:11:18,30.501616851666668,114.42848991666666,4
14:11:19,30.5016169,114.42848986333334,4
14:11:20,30.501616836666667,114.42848985833334,4
14:11:21,30.501616878333333,114.42848984666666,4
14:11:22,30.501616808333335,114.42848986333334,4
14:11:23,30.501616631666668,114.42848998666666,4
14:11:24,30.501616643333332,114.42848992,4
14:11:25,30.501615881666666,114.42848256333333,4
14:11:26,30.501613515,114.42846655666666,4
14:11:27,30.501611496666666,114.428445075,4
14:11:28,30.501607591666666,114.42841643166666,4
14:11:29,30.50160222,114.42838449833333,4
14:11:30,30.501598818333335,114.42835111,4
14:11:31,30.50159604,114.42831751166666,4
14:11:32,30.501594093333335,114.42828365833333,4
14:11:33,30.501591538333333,114.42824982333333,4
14:11:34,30.50158863,114.42821591,4
14:11:35,30.501585085,114.42818160166667,4
14:11:36,30.501582188333334,114.428146585,4
14:11:37,30.50158001,114.428112175,4
14:11:38,30.501578158333334,114.42807326,4
14:11:39,30.50157713,114.42803230166666,4
14:11:40,30.501578286666668,114.42799104833334,4
14:11:41,30.501578703333333,114.42795163,4
14:11:42,30.501578565,114.42791431166667,4
14:11:43,30.50157774,114.42787745833333,4
14:11:44,30.501575228333333,114.42784119333334,4
14:11:45,30.50157371,114.42780527833334,4
14:11:46,30.501572345,114.42776934166666,4
14:11:47,30.501570931666667,114.427733575,4
14:11:48,30.501571658333333,114.42769835666667,4
14:11:49,30.501573206666666,114.427663605,4
14:11:50,30.50157361666667,114.42762858,4
14:11:51,30.501573091666668,114.42759246833333,4
14:11:52,30.501574458333334,114.427554435,4
14:11:53,30.50157679,114.427515,4
14:11:54,30.501579831666668,114.42747473,4
14:11:55,30.501583428333333,114.42743312666667,4
14:11:56,30.501586443333334,114.42739215,4
14:11:57,30.501589188333334,114.42735847,4
14:11:58,30.501591288333334,114.42733462333334,4
14:11:59,30.50159151,114.42732322166667,4
14:12:0,30.501591561666668,114.42732205,4
14:12:1,30.501592305,114.42732141,4
14:12:2,30.501593276666668,114.42731095666667,4
14:12:3,30.50159865,114.427293655,4
14:12:4,30.501603381666666,114.42727588833333,4
14:12:5,30.50160688,114.42725767166667,4
14:12:6,30.501610498333335,114.427236725,4
14:12:7,30.501613143333334,114.42721695,4
14:12:8,30.501609505,114.42720787,4
14:12:9,30.501602141666666,114.42720465333333,4
14:12:10,30.501596255,114.42720481833334,4
14:12:11,30.501596255,114.42720481833334,4
14:12:12,30.501597026666666,114.427205505,4
14:12:13,30.501597288333333,114.42720638,4
14:12:14,30.501597706666665,114.42720550833333,4
14:12:15,30.501596691666666,114.42720513333333,4
14:12:16,30.50159775,114.427207015,4
14:12:17,30.501598201666667,114.42720712,4
14:12:18,30.501597845,114.42720691833334,4
14:12:19,30.501597855,114.42720695833333,4
14:12:20,30.501597821666667,114.427206945,4
14:12:21,30.501597836666665,114.42720695166666,4
14:12:22,30.501597848333333,114.4272069,4
14:12:23,30.501597846666666,114.4272069,4
14:12:24,30.501597788333335,114.42720695666667,4
14:12:25,30.50159787833333,114.42720687833334,4
14:12:26,30.501597851666666,114.42720701833333,4
14:12:27,30.5015979,114.427206965,4
14:12:28,30.501597915,114.42720694833334,4
14:12:29,30.501597903333334,114.42720699666667,4
14:12:30,30.501597875,114.42720700833334,4
14:12:31,30.501597853333333,114.42720700666666,4
14:12:32,30.501597811666667,114.42720701166667,4
14:12:33,30.5015978,114.42720699,4
14:12:34,30.501597883333332,114.42720705833334,4
14:12:35,30.501597855,114.42720705,4
14:12:36,30.501597788333335,114.42720701333333,4
14:12:37,30.5015978,114.42720700666666,4
14:12:38,30.501597796666665,114.42720698166667,4
14:12:39,30.501597771666667,114.42720698666666,4
14:12:40,30.501597765,114.42720696333333,4
14:12:41,30.50159775,114.42720696166667,4
14:12:42,30.501597725,114.42720693333334,4
14:12:43,30.50159769,114.427206995,4
14:12:44,30.501597658333335,114.427207005,4
14:12:45,30.501597728333333,114.42720692833333,4
14:12:46,30.501597715,114.42720692333333,4
14:12:47,30.501597973333332,114.42720686166666,4
14:12:48,30.501598015,114.42720681666667,4
14:12:49,30.501598006666665,114.42720689,4
14:12:50,30.501597863333334,114.427206945,4
14:12:51,30.501597833333335,114.4272069,4
14:12:52,30.501597853333333,114.42720691333334,4
14:12:53,30.501597776666667,114.42720696333333,4
14:12:54,30.501597665,114.42720692333333,4
14:12:55,30.501597606666667,114.427207035,4
14:12:56,30.501597691666667,114.42720697666667,4
14:12:57,30.501597783333334,114.42720697,4
14:12:58,30.501597798333332,114.42720704833333,4
14:12:59,30.501597805,114.42720693333334,4
14:13:0,30.501597775,114.42720697666667,4
14:13:1,30.501597723333333,114.42720694166667,4
14:13:2,30.501597695,114.427206985,4
14:13:3,30.501597673333332,114.42720695833333,4
14:13:4,30.501597666666665,114.42720698833334,4
14:13:5,30.50159773,114.42720699,4
14:13:6,30.501597766666666,114.42720701333333,4
14:13:7,30.50159778,114.42720701666667,4
14:13:8,30.501597836666665,114.42720708833333,4
14:13:9,30.50159788,114.42720697166666,4
14:13:10,30.501597853333333,114.42720694833334,4
14:13:11,30.501597775,114.42720693833333,4
14:13:12,30.50159777,114.427206985,4
14:13:13,30.501597736666668,114.42720698,4
14:13:14,30.501597671666666,114.42720697166666,4
14:13:15,30.501597581666665,114.42720695666667,4
14:13:16,30.501597605,114.427206985,4
14:13:17,30.501597651666668,114.42720702333334,4
14:13:18,30.501598091666665,114.42720696166667,4
14:13:19,30.50159898,114.42720696166667,4
14:13:20,30.501599341666665,114.42720676333333,4
14:13:21,30.50159976,114.42720693,4
14:13:22,30.501599673333335,114.42720693166666,4
14:13:23,30.501599711666668,114.42720683833333,4
14:13:24,30.50159961,114.42720687666667,4
14:13:25,30.501599618333334,114.42720701166667,4
14:13:26,30.50159965,114.42720714666666,4
14:13:27,30.501599713333334,114.427207185,4
14:13:28,30.501599846666668,114.42720715833333,4
14:13:29,30.501599833333334,114.42720714,4
14:13:30,30.501599805,114.42720714333333,4
14:13:31,30.50159982,114.42720712166667,4
14:13:32,30.501599738333333,114.427207265,4
14:13:33,30.50159974,114.42720723166667,4
14:13:34,30.501599745,114.427207255,4
14:13:35,30.501599711666668,114.42720728833334,4
14:13:36,30.5015997,114.42720732,4
14:13:37,30.501599788333333,114.42720731166666,4
14:13:38,30.50159980666667,114.42720731,4
14:13:39,30.50159985333333,114.42720729,4
14:13:40,30.501599816666666,114.42720728,4
14:13:41,30.501599776666666,114.42720726166667,4
14:13:42,30.501599666666667,114.42720732166667,4
14:13:43,30.501599498333334,114.427207105,4
14:13:44,30.501598018333333,114.42720475333333,4
14:13:45,30.5015956,114.42719881833334,4
14:13:46,30.501596045,114.42718477166666,4
14:13:47,30.501598831666666,114.427165365,4
14:13:48,30.501602391666665,114.42714052666666,4
14:13:49,30.501605371666667,114.42711442333334,4
14:13:50,30.501607301666667,114.42708779166666,4
14:13:51,30.50161080333333,114.42706175666666,4
14:13:52,30.50161608,114.42703778666667,4
14:13:53,30.501621778333334,114.42701677666666,4
14:13:54,30.501626943333335,114.42699998666667,4
14:13:55,30.50162919,114.42698134166666,4
14:13:56,30.50162996,114.42696211333333,4
14:13:57,30.501631351666667,114.42694157,4
14:13:58,30.501634145,114.42691848,4
14:13:59,30.501639038333334,114.42689752833333,4
14:14:0,30.501643688333335,114.42687936,4
14:14:1,30.50164868,114.42686096666667,4
14:14:2,30.501652018333335,114.42684424666666,4
14:14:3,30.501652915,114.42682918666667,4
14:14:4,30.501652483333334,114.42681705666666,4
14:14:5,30.50165169,114.42680591833333,4
14:14:6,30.501651056666667,114.42679877166667,4
14:14:7,30.501649915,114.42679489333334,4
14:14:8,30.501650961666666,114.42678939166667,4
14:14:9,30.501651396666666,114.426781375,4
14:14:10,30.501651556666665,114.42677506833333,4
14:14:11,30.501650846666667,114.42677361166666,4
14:14:12,30.501648811666666,114.426774315,4
14:14:13,30.501648906666667,114.42677442833333,4
14:14:14,30.501652168333333,114.42677288166666,4
14:14:15,30.50165548,114.42676694666666,4
14:14:16,30.501657271666666,114.42676103833334,4
14:14:17,30.50165734,114.426762135,4
14:14:18,30.50165529,114.42676185666667,4
14:14:19,30.50165492,114.42676169666667,4
14:14:20,30.50165463,114.42676162166667,4
14:14:21,30.50165459,114.42676147833333,4
14:14:22,30.501654648333332,114.426761465,4
14:14:23,30.501654578333333,114.42676154,4
14:14:24,30.50165458,114.426761495,4
14:14:25,30.501654595,114.42676147333333,4
14:14:26,30.501654566666666,114.42676150833333,4
14:14:27,30.501654621666667,114.42676151166667,4
14:14:28,30.501654613333333,114.42676163833333,4
14:14:29,30.501654556666665,114.426761655,4
14:14:30,30.501654586666668,114.42676165666667,4
14:14:31,30.501654536666667,114.42676166166666,4
14:14:32,30.50165455,114.42676163833333,4
14:14:33,30.501654565,114.42676157,4
14:14:34,30.501654595,114.42676162666666,4
14:14:35,30.501654645,114.42676154666667,4
14:14:36,30.501654636666668,114.42676154166666,4
14:14:37,30.50165459833333,114.42676148666666,4
14:14:38,30.501654646666665,114.42676168166666,4
14:14:39,30.501654678333335,114.4267617,4
14:14:40,30.501654663333333,114.42676165666667,4
14:14:41,30.50165464333333,114.42676162833334,4
14:14:42,30.501654665,114.426761625,4
14:14:43,30.501654711666667,114.42676163333333,4
14:14:44,30.50165647,114.42676203,4
14:14:45,30.501657441666666,114.42676322833333,4
14:14:46,30.501654405,114.42676682666666,4
14:14:47,30.501651751666667,114.42677207166666,4
14:14:48,30.50164805,114.42677118666667,4
14:14:49,30.501638876666668,114.426769035,4
14:14:50,30.501632821666668,114.42676932333333,4
14:14:51,30.501631621666668,114.426768805,4
