时间,经度,纬度,GPS状态
14:23:53,30.50310075166667,114.425540355,4
14:23:54,30.503124216666667,114.42555268166667,4
14:23:55,30.50314167166667,114.42556969666667,4
14:23:56,30.503152581666665,114.42559349833333,4
14:23:57,30.503156451666666,114.42562537666667,4
14:23:58,30.503152763333333,114.42566081833333,4
14:23:59,30.503148021666668,114.425697845,4
14:24:0,30.50314334,114.42573591,4
14:24:1,30.503139571666665,114.42577509166667,4
14:24:2,30.503137486666667,114.42581339333333,4
14:24:3,30.503131998333334,114.42584680166667,4
14:24:4,30.503126065,114.42587232333334,4
14:24:5,30.503122673333333,114.42588961166666,4
14:24:6,30.503121198333332,114.42589779,4
14:24:7,30.50312095,114.42590209833334,4
14:24:8,30.503120565,114.42590719166667,4
14:24:9,30.503120703333334,114.425911605,4
14:24:10,30.503120916666667,114.42591303166667,4
14:24:11,30.503120796666668,114.42591200833333,4
14:24:12,30.503120946666666,114.42591213,4
14:24:13,30.503120733333333,114.425912145,4
14:24:14,30.503120598333332,114.42591208333333,4
14:24:15,30.503120723333332,114.42591213833333,4
14:24:16,30.503120526666667,114.42591216833333,4
14:24:17,30.503120453333334,114.42591213833333,4
14:24:18,30.503120478333333,114.42591214666666,4
14:24:19,30.50312046,114.42591215333333,4
14:24:20,30.50312044,114.425912145,4
14:24:21,30.50312042,114.42591212,4
14:24:22,30.503120425,114.42591213333333,4
14:24:23,30.503120438333333,114.425912155,4
14:24:24,30.503120558333332,114.425912085,4
14:24:25,30.503120551666665,114.42591204833333,4
14:24:26,30.503120508333332,114.42591204666667,4
14:24:27,30.503120518333333,114.42591203333333,4
14:24:28,30.503120531666667,114.42591199166667,4
14:24:29,30.503120423333332,114.42591195833333,4
14:24:30,30.503120433333333,114.42591196666666,4
14:24:31,30.503120471666666,114.42591195666667,4
14:24:32,30.503120475,114.42591190833333,4
14:24:33,30.50312046166667,114.42591193333334,4
14:24:34,30.50312063333333,114.42591187,4
14:24:35,30.50312061,114.42591192166667,4
14:24:36,30.50312058,114.42591185,4
14:24:37,30.50312063,114.42591190166667,4
14:24:38,30.50312063,114.42591188833333,4
14:24:39,30.50312061,114.4259119,4
14:24:40,30.503120598333332,114.42591194,4
14:24:41,30.503120558333332,114.42591193833333,4
14:24:42,30.503120536666668,114.42591196833334,4
14:24:43,30.503120515,114.425911945,4
14:24:44,30.503120598333332,114.42591188833333,4
14:24:45,30.50312061,114.425911885,4
14:24:46,30.50312065,114.42591189,4
14:24:47,30.503120643333332,114.425911855,4
14:24:48,30.503120613333333,114.42591184,4
14:24:49,30.503120593333332,114.425911835,4
14:24:50,30.503120551666665,114.42591185,4
14:24:51,30.503120543333335,114.42591184833333,4
14:24:52,30.503120496666668,114.425911805,4
14:24:53,30.50312053,114.42591183333333,4
14:24:54,30.50312054666667,114.42591172833333,4
14:24:55,30.503120533333334,114.42591177333334,4
14:24:56,30.503120571666667,114.425911775,4
14:24:57,30.50312054,114.42591176666667,4
14:24:58,30.50312054666667,114.42591177,4
14:24:59,30.503120545,114.42591178333333,4
14:25:0,30.50312053,114.42591177166666,4
14:25:1,30.503120553333332,114.42591183333333,4
14:25:2,30.50312055,114.4259119,4
14:25:3,30.50312053,114.425911875,4
14:25:4,30.503120625,114.42591182333334,4
14:25:5,30.503120726666666,114.42591182333334,4
14:25:6,30.503121455,114.42591789666666,4
14:25:7,30.503124216666667,114.42593482666666,4
14:25:8,30.503126548333334,114.42595772333334,4
14:25:9,30.50312778,114.42598983333333,4
14:25:10,30.50312565,114.42602781166667,4
14:25:11,30.50312176,114.42606889833333,4
14:25:12,30.503115443333332,114.42611155166666,4
14:25:13,30.50310915,114.42615442833333,4
14:25:14,30.503105565,114.42619711166667,4
14:25:15,30.503102763333334,114.42623815,4
14:25:16,30.503100793333335,114.42627785333333,4
14:25:17,30.503097055,114.426315275,5
14:25:18,30.503091456666667,114.426347485,5
14:25:19,30.503087041666667,114.42637551666667,5
14:25:20,30.503084595,114.42639934166667,5
14:25:21,30.503082776666666,114.42641882666666,5
14:25:22,30.503081175,114.42643945666667,5
14:25:23,30.503078935,114.42645700666667,5
14:25:24,30.503077486666665,114.42647440166667,5
14:25:25,30.503076578333335,114.42649222166666,5
14:25:26,30.503077105,114.42651225833333,5
14:25:27,30.503077043333334,114.42653661666667,5
14:25:28,30.503073985,114.42655840166667,5
14:25:29,30.50307173,114.42657135333333,5
14:25:30,30.503070148333332,114.426578505,5
14:25:31,30.50306969,114.42658373333333,5
14:25:32,30.503069535,114.42658943666666,5
14:25:33,30.503070415,114.42659814333334,5
14:25:34,30.50307069,114.42660272666667,5
14:25:35,30.503070878333332,114.42660254,5
14:25:36,30.50307093,114.42660272833334,5
14:25:37,30.503070968333333,114.426603705,5
14:25:38,30.503071338333335,114.42660436,5
14:25:39,30.503071226666666,114.426606,5
14:25:40,30.503071675,114.426607835,5
14:25:41,30.50307189,114.42660808,5
14:25:42,30.503071861666665,114.42660802,5
14:25:43,30.50307177,114.42660872666667,5
14:25:44,30.503073373333333,114.42661489666666,5
14:25:45,30.503076246666666,114.42662806666667,5
14:25:46,30.503080546666666,114.426644655,5
14:25:47,30.503082708333334,114.42666758333333,5
14:25:48,30.503079175,114.42669362666666,5
14:25:49,30.503070961666666,114.42671930333333,5
14:25:50,30.503060296666668,114.42673912333333,5
14:25:51,30.503052763333333,114.42674867166667,5
14:25:52,30.503046108333333,114.42675581,5
14:25:53,30.503041705,114.42676326333333,5
14:25:54,30.503040451666667,114.42677149,5
14:25:55,30.503041675,114.42677849833333,5
14:25:56,30.503041623333335,114.42678152,5
14:25:57,30.50304139,114.42677992,5
14:25:58,30.50304157,114.42677964166667,5
14:25:59,30.503041598333333,114.426779595,5
14:26:0,30.503041661666668,114.42677955666667,5
14:26:1,30.503041696666667,114.42677958,5
14:26:2,30.503041763333332,114.42677957666666,5
14:26:3,30.50304176,114.42677958833333,5
14:26:4,30.503041825,114.42677958,5
14:26:5,30.503041876666668,114.42677956,5
14:26:6,30.503041881666668,114.42677954333334,5
14:26:7,30.503041866666667,114.42677952333334,5
14:26:8,30.503041873333334,114.42677949333333,5
14:26:9,30.503041875,114.42677945666667,5
14:26:10,30.503041883333335,114.42677942166667,5
14:26:11,30.503041908333334,114.426779405,5
14:26:12,30.503041915,114.42677937166667,5
14:26:13,30.503041925,114.42677934166667,5
14:26:14,30.503041941666666,114.42677931666667,5
14:26:15,30.50304196,114.42677928666667,5
14:26:16,30.503041973333332,114.426779255,5
14:26:17,30.503041983333333,114.42677921833334,5
14:26:18,30.503041995,114.42677917833333,5
14:26:19,30.503042008333335,114.42677913666667,5
14:26:20,30.503042021666666,114.42677909833333,5
14:26:21,30.503042033333333,114.42677906333333,5
14:26:22,30.503042041666667,114.42677904166666,5
14:26:23,30.503042063333332,114.426779015,5
14:26:24,30.503042085,114.42677903833334,5
14:26:25,30.503042096666668,114.426779025,5
14:26:26,30.503042108333332,114.42677901166667,5
14:26:27,30.503042125,114.42677898833334,5
14:26:28,30.503042138333335,114.42677896833334,5
14:26:29,30.503042145,114.42677895666667,5
14:26:30,30.503042158333333,114.42677895,5
14:26:31,30.503042176666668,114.42677893666666,5
14:26:32,30.503042193333332,114.42677892833333,5
14:26:33,30.503042208333333,114.426778925,5
14:26:34,30.503042225,114.42677891166667,5
14:26:35,30.503042236666666,114.4267789,5
14:26:36,30.50304225,114.42677889666666,5
14:26:37,30.503042258333334,114.42677890166667,5
14:26:38,30.50304227,114.426778905,5
14:26:39,30.503042276666665,114.426778915,5
14:26:40,30.503042285,114.426778925,5
14:26:41,30.503042296666667,114.426778935,5
14:26:42,30.503042306666668,114.42677894666667,5
14:26:43,30.50304231166667,114.42677896166667,5
14:26:44,30.50304231166667,114.42677897166666,5
14:26:45,30.503042306666668,114.42677898166667,5
14:26:46,30.503042301666667,114.42677899833333,5
14:26:47,30.503042293333333,114.42677901166667,5
14:26:48,30.503042285,114.42677902333334,5
14:26:49,30.503042293333333,114.426779035,5
14:26:50,30.503042285,114.42677905,5
14:26:51,30.503042283333333,114.426779075,5
14:26:52,30.50304228,114.426779065,5
14:26:53,30.503042276666665,114.42677905666666,5
14:26:54,30.50304227333333,114.42677904666667,5
14:26:55,30.503042845,114.426777945,4
14:26:56,30.503042843333333,114.42677794833334,4
14:26:57,30.50304274,114.42677789833333,4
14:26:58,30.503042686666667,114.42677786333333,4
14:26:59,30.503042628333333,114.426777965,4
14:27:0,30.50304196,114.426780085,4
14:27:1,30.503043961666666,114.42678507,4
14:27:2,30.503047991666666,114.426791475,4
14:27:3,30.50305663,114.42679215,4
14:27:4,30.503065785,114.42678195333333,4
14:27:5,30.503069776666667,114.42675737,4
14:27:6,30.503070408333333,114.42672392333333,4
14:27:7,30.503072821666667,114.42668678833333,4
14:27:8,30.503075965,114.42665160333334,4
14:27:9,30.503078561666666,114.42661655666667,4
14:27:10,30.503080988333334,114.426582265,4
14:27:11,30.503084301666668,114.426548065,2
14:27:12,30.503087988333334,114.42651125333333,2
14:27:13,30.503092125,114.42647217666666,2
14:27:14,30.503096601666666,114.42643205,5
14:27:15,30.503099236666667,114.42639137833334,5
14:27:16,30.50310126666667,114.426350445,5
14:27:17,30.503105518333335,114.42630905166666,5
14:27:18,30.503111391666668,114.42626782333333,5
14:27:19,30.503114868333334,114.42622574333333,5
14:27:20,30.503116198333334,114.42618253333333,5
14:27:21,30.50311807,114.42614082666667,5
14:27:22,30.503120493333334,114.426096125,5
14:27:23,30.503123658333333,114.42605173833333,5
14:27:24,30.503128455,114.42600530333333,5
14:27:25,30.503131656666667,114.425957455,5
14:27:26,30.503135583333332,114.42591372166666,5
14:27:27,30.5031388,114.42587249,5
14:27:28,30.503141953333333,114.42583301166667,5
14:27:29,30.503144065,114.4257974,5
14:27:30,30.503145581666665,114.42576521666666,5
14:27:31,30.503147771666665,114.4257377,5
14:27:32,30.503151478333333,114.42571426333333,5
14:27:33,30.503152861666667,114.42569221,5
14:27:34,30.503153423333334,114.42567328666667,5
14:27:35,30.503152363333335,114.42566151833333,5
14:27:36,30.503151425,114.42565209,5
14:27:37,30.503151413333335,114.425639085,5
14:27:38,30.503152871666668,114.42562707,5
14:27:39,30.5031537,114.4256251,5
14:27:40,30.503154051666666,114.42562336333333,5
14:27:41,30.503152466666666,114.42561934666666,5
14:27:42,30.503149028333333,114.42561171166666,5
14:27:43,30.50314414,114.42559819,5
14:27:44,30.50313861,114.42558302666667,5
14:27:45,30.50313524,114.42556837666666,5
14:27:46,30.503133975,114.42555312333333,5
14:27:47,30.503134663333334,114.42553709333333,5
14:27:48,30.503133146666666,114.42551964666667,5
14:27:49,30.50312848,114.42550238833333,5
14:27:50,30.50312383,114.42548229166667,5
14:27:51,30.50311349,114.425456275,5
14:27:52,30.503088955,114.42543273833333,5
14:27:53,30.503052773333334,114.42541722833333,5
14:27:54,30.50301237,114.42540452833333,5
14:27:55,30.502971451666667,114.42539361333333,5
14:27:56,30.502932613333332,114.42538410333333,4
14:27:57,30.502901738333332,114.42536583833333,4
14:27:58,30.502879031666666,114.42534835666666,4
14:27:59,30.502861781666667,114.42533634666667,4
14:28:0,30.502847448333334,114.42533116,4
14:28:1,30.502831516666667,114.4253292,4
14:28:2,30.50281355,114.42532368666667,4
14:28:3,30.50279315,114.425316225,4
14:28:4,30.502774811666665,114.42530707166667,4
14:28:5,30.502757208333332,114.42529723666667,4
14:28:6,30.502739138333332,114.42528852333334,4
14:28:7,30.5027227,114.42528520833334,4
14:28:8,30.502708583333334,114.42528209833333,4
14:28:9,30.50269801,114.42527914666667,4
14:28:10,30.502690061666666,114.42527590666667,4
14:28:11,30.502684051666666,114.42527545166666,4
14:28:12,30.50268438166667,114.425275175,4
14:28:13,30.502685323333335,114.42527558666667,4
14:28:14,30.502684585,114.425275555,4
14:28:15,30.502684685,114.42527556,4
14:28:16,30.502684073333334,114.42527543833333,4
14:28:17,30.502684285,114.42527536166666,4
14:28:18,30.502684313333333,114.425275445,4
14:28:19,30.502684315,114.42527540666667,4
14:28:20,30.502684328333334,114.42527536,4
14:28:21,30.502684283333334,114.42527530833334,4
14:28:22,30.502684341666665,114.42527537666666,4
14:28:23,30.50268423,114.42527534,4
14:28:24,30.502684363333334,114.42527510666666,4
14:28:25,30.50268438333333,114.42527510666666,4
14:28:26,30.502684483333333,114.42527525666667,4
14:28:27,30.502684523333333,114.425275195,4
14:28:28,30.502684545,114.42527519,4
14:28:29,30.502684566666666,114.42527524,4
14:28:30,30.502684561666666,114.42527522666667,4
14:28:31,30.50268451333333,114.425275155,4
14:28:32,30.502684536666667,114.42527503,4
14:28:33,30.502684521666666,114.42527489666666,4
14:28:34,30.502684495,114.42527504333333,4
14:28:35,30.502684443333333,114.42527516166666,4
14:28:36,30.50268451,114.42527528666666,4
14:28:37,30.502684525,114.42527521666666,4
14:28:38,30.502684505,114.42527512,4
14:28:39,30.502684615,114.42527500666667,4
14:28:40,30.50268462,114.42527487333334,4
14:28:41,30.502684701666666,114.42527495,4
14:28:42,30.502684623333334,114.42527503666666,4
14:28:43,30.502684658333333,114.42527487,4
14:28:44,30.50268459666667,114.42527501166667,4
14:28:45,30.502684583333334,114.42527483833334,4
14:28:46,30.50268455166667,114.425275045,4
14:28:47,30.502684585,114.42527512333334,4
14:28:48,30.502684636666668,114.42527496166667,4
14:28:49,30.50268454,114.42527506166667,4
14:28:50,30.50268454,114.42527506166667,4
14:28:51,30.50268454,114.42527506166667,4
14:28:52,30.502684603333332,114.42527509333334,4
14:28:53,30.502684531666667,114.42527499833334,4
14:28:54,30.502684621666667,114.42527498666666,4
14:28:55,30.502684621666667,114.42527498666666,4
14:28:56,30.502684538333334,114.42527506166667,4
14:28:57,30.502684541666667,114.42527495666667,4
14:28:58,30.502684616666667,114.42527482166666,4
14:28:59,30.502684616666667,114.42527482166666,4
14:29:0,30.502684616666667,114.42527482166666,4
14:29:1,30.502684616666667,114.42527482166666,4
14:29:2,30.502684428333332,114.42527494666666,4
14:29:3,30.502684491666667,114.42527501333333,4
14:29:4,30.502684618333333,114.42527502166666,4
14:29:5,30.502684655,114.42527501833334,4
14:29:6,30.502684741666666,114.42527520166666,4
14:29:7,30.502684621666667,114.42527532166666,4
14:29:8,30.50268466,114.42527535333333,4
14:29:9,30.502684703333333,114.42527535166667,4
14:29:10,30.50268472833333,114.42527539166667,4
14:29:11,30.502684733333332,114.42527534833333,4
14:29:12,30.502684783333333,114.42527532166666,4
14:29:13,30.50268476833333,114.42527535333333,4
14:29:14,30.50268479,114.42527536833333,4
14:29:15,30.502684735,114.42527536166666,4
14:29:16,30.502684841666667,114.42527531666667,4
14:29:17,30.502684661666667,114.42527537833334,4
14:29:18,30.502684661666667,114.42527523333334,4
14:29:19,30.502684666666667,114.42527522833333,4
14:29:20,30.502684701666666,114.42527524833334,4
14:29:21,30.502684725,114.42527529166667,4
14:29:22,30.502684711666667,114.42527526,4
14:29:23,30.502684773333332,114.42527531333333,4
14:29:24,30.502684786666666,114.42527528,4
14:29:25,30.50268487,114.42527539333334,4
14:29:26,30.502684873333333,114.42527534666667,4
14:29:27,30.50268476833333,114.42527555333334,4
14:29:28,30.502684753333334,114.42527546,4
14:29:29,30.50268473,114.4252754,4
14:29:30,30.502684758333334,114.42527543666667,4
14:29:31,30.502684753333334,114.42527524333333,4
14:29:32,30.502684851666668,114.42527488333333,4
14:29:33,30.502684145,114.42527545166666,4
14:29:34,30.502674671666668,114.42527674,4
14:29:35,30.502661025,114.42527844833333,4
14:29:36,30.502648601666667,114.42527796833333,4
14:29:37,30.502633396666667,114.42527551166667,5
14:29:38,30.502613351666668,114.42527374333334,5
14:29:39,30.502592498333332,114.42527074,5
14:29:40,30.502573588333334,114.42526789666667,5
14:29:41,30.502555228333332,114.42526459833333,5
14:29:42,30.502532218333332,114.42526385166667,5
14:29:43,30.502506035,114.42526274833334,5
14:29:44,30.50247561833333,114.425260315,5
14:29:45,30.502443795,114.425256675,5
14:29:46,30.502412305,114.42525547666666,5
14:29:47,30.502379435,114.42525774833334,5
14:29:48,30.50234548,114.425260605,5
14:29:49,30.502310385,114.42525901333333,5
14:29:50,30.502273361666667,114.42525448333333,5
14:29:51,30.502235,114.42524993666666,5
14:29:52,30.50219652,114.42524691,5
14:29:53,30.502156665,114.425243975,5
14:29:54,30.502116383333334,114.42523961,5
14:29:55,30.502076021666667,114.42523499,5
14:29:56,30.502035776666666,114.425230465,5
14:29:57,30.50199699,114.42522218333333,5
14:29:58,30.50196081,114.42520792833334,5
14:29:59,30.501926063333332,114.425190495,5
14:30:0,30.50189342,114.42517117666667,5
14:30:1,30.50186473833333,114.425149215,5
14:30:2,30.501841001666666,114.42512404666667,5
14:30:3,30.501822168333334,114.42509369166666,5
14:30:4,30.501806843333334,114.42505872666666,5
14:30:5,30.501795788333332,114.42502048333333,5
14:30:6,30.501789791666667,114.42497885666667,5
14:30:7,30.50178863,114.42493598166666,5
14:30:8,30.501791901666667,114.42489530666667,5
14:30:9,30.50179423166667,114.42485329333333,5
14:30:10,30.501795666666666,114.424810965,5
14:30:11,30.501798476666668,114.42477074666667,5
14:30:12,30.501803693333333,114.42473395,5
14:30:13,30.501809401666666,114.42470019833333,5
14:30:14,30.501816011666666,114.42466592666666,5
14:30:15,30.501820248333335,114.42462942166667,5
14:30:16,30.501828088333333,114.42459481666667,5
14:30:17,30.501835516666667,114.42455952166667,5
14:30:18,30.501839286666666,114.42452088166667,5
14:30:19,30.50184272,114.42448111333333,5
14:30:20,30.501846498333332,114.424440925,4
14:30:21,30.50185208,114.424401665,4
14:30:22,30.501855316666667,114.42436207833333,4
14:30:23,30.501856643333333,114.42432176166666,4
14:30:24,30.501860173333334,114.42428142,4
14:30:25,30.501865093333333,114.42424157333333,4
14:30:26,30.501870033333333,114.42420229166666,4
14:30:27,30.501874421666667,114.42416286833334,4
14:30:28,30.50187782,114.424122535,4
14:30:29,30.501880903333333,114.42408303166667,4
14:30:30,30.501884366666665,114.42404211333333,4
14:30:31,30.501887906666667,114.424001185,4
14:30:32,30.501891051666668,114.42396137833333,4
14:30:33,30.501892346666665,114.42392047333334,4
14:30:34,30.501892215,114.42387886833333,4
14:30:35,30.501892355,114.42383755166667,4
14:30:36,30.501894153333332,114.42380062333334,4
14:30:37,30.501895133333335,114.423767055,4
14:30:38,30.501896603333332,114.42373268833333,4
14:30:39,30.501899563333332,114.42369909666667,4
14:30:40,30.501905255,114.42366439,4
14:30:41,30.501910973333334,114.42362653833334,4
14:30:42,30.501915268333335,114.42358753333333,4
14:30:43,30.501917826666666,114.42354797333333,4
14:30:44,30.501916843333333,114.42350958333333,4
14:30:45,30.50191505,114.42347267666666,4
14:30:46,30.501917088333332,114.42343697666666,4
14:30:47,30.501923715,114.42339948666667,4
14:30:48,30.501930411666667,114.42336061166667,4
14:30:49,30.501936361666665,114.42331912333333,4
14:30:50,30.501941785,114.42327659333333,4
14:30:51,30.501947041666668,114.42323389333333,4
14:30:52,30.501951141666666,114.42319133166667,4
14:30:53,30.50195467,114.42314838166666,4
14:30:54,30.501958251666668,114.42310651666666,4
14:30:55,30.50196164,114.423066045,4
14:30:56,30.501965078333335,114.42302605833333,4
14:30:57,30.501966941666666,114.42298462,4
14:30:58,30.501969875,114.422941985,4
14:30:59,30.501974146666665,114.422900265,4
14:31:0,30.501978511666668,114.42286051833334,4
14:31:1,30.501981295,114.422822695,4
14:31:2,30.50198494,114.42278890666667,4
14:31:3,30.501987786666668,114.42275953166667,4
14:31:4,30.501990838333334,114.42273177166666,4
14:31:5,30.501993405,114.422705425,4
14:31:6,30.501996035,114.42268668,4
14:31:7,30.501995086666668,114.42267589166667,4
14:31:8,30.501992031666667,114.42267032333334,4
14:31:9,30.501990381666666,114.42266738333333,4
14:31:10,30.501988465,114.42266853166667,4
14:31:11,30.501988068333333,114.42266884333333,4
14:31:12,30.501988068333333,114.42266884333333,4
14:31:13,30.501987953333334,114.42266918833333,4
14:31:14,30.501987858333333,114.42266922166667,4
14:31:15,30.50198794,114.422669225,4
14:31:16,30.501987985,114.42266925166666,4
14:31:17,30.501987918333334,114.42266925166666,4
14:31:18,30.501987843333332,114.42266925166666,4
14:31:19,30.501987955,114.42266929,4
14:31:20,30.501987945,114.42266915666667,4
14:31:21,30.50198835,114.42266763166667,4
14:31:22,30.501986726666665,114.42266424,4
14:31:23,30.501981681666667,114.42266133,4
14:31:24,30.501976188333334,114.42266099,4
14:31:25,30.50197312,114.42266088333334,4
14:31:26,30.50197444166667,114.42266124666666,4
14:31:27,30.50197395,114.42266136,4
14:31:28,30.50197358,114.42266113666666,4
14:31:29,30.501973808333332,114.422661255,4
14:31:30,30.501973958333334,114.42266102333333,4
14:31:31,30.5019729,114.42266096333333,4
14:31:32,30.501973081666666,114.42266098833333,4
14:31:33,30.501973396666667,114.42266112833333,4
14:31:34,30.501973556666666,114.42266107,4
14:31:35,30.501973666666668,114.42266094333333,4
14:31:36,30.501973385,114.42266073166667,4
14:31:37,30.501973868333334,114.42266076,4
14:31:38,30.501973881666668,114.42266102,4
14:31:39,30.501973885,114.42266151333334,4
14:31:40,30.501973561666667,114.4226613,4
14:31:41,30.501973726666666,114.422661045,4
14:31:42,30.501973718333332,114.42266105333333,4
14:31:43,30.501973746666668,114.42266086333333,4
14:31:44,30.50197383,114.42266081666666,4
14:31:45,30.501973838333335,114.42266111,4
14:31:46,30.501973971666665,114.42266066166667,4
14:31:47,30.501973868333334,114.422660995,4
14:31:48,30.5019739,114.42266118166667,4
14:31:49,30.501973948333333,114.42266103833333,4
14:31:50,30.501973935,114.42266100833334,4
14:31:51,30.501973833333334,114.42266094833333,4
14:31:52,30.50197385,114.42266098166667,4
14:31:53,30.501973851666666,114.42266092166666,4
14:31:54,30.501973826666667,114.42266093,4
14:31:55,30.501973873333334,114.42266091333333,4
14:31:56,30.501973863333333,114.42266092666667,4
14:31:57,30.50197385,114.42266096833333,4
14:31:58,30.501973878333335,114.42266094333333,4
14:31:59,30.50197392,114.42266091166667,4
14:32:0,30.501973863333333,114.42266096166667,4
14:32:1,30.501973893333332,114.42266096,4
14:32:2,30.501973895,114.42266099666666,4
14:32:3,30.501973883333335,114.42266097833334,4
14:32:4,30.501973851666666,114.42266100333333,4
14:32:5,30.501973886666665,114.422660965,4
14:32:6,30.501973891666665,114.42266096166667,4
14:32:7,30.501973876666668,114.42266096666667,4
14:32:8,30.501973921666668,114.422660995,4
14:32:9,30.501973916666667,114.42266098833333,4
14:32:10,30.50197392666667,114.422660975,4
14:32:11,30.50197394,114.42266096833333,4
14:32:12,30.501973943333333,114.42266091833334,4
14:32:13,30.501973931666665,114.42266097333334,4
14:32:14,30.5019739,114.422660955,4
14:32:15,30.501973878333335,114.42266094,4
14:32:16,30.501973906666667,114.42266093666667,4
14:32:17,30.501973941666666,114.42266089166667,4
14:32:18,30.501974018333332,114.42266091333333,4
14:32:19,30.50197406,114.42266092166666,4
14:32:20,30.501974048333334,114.42266087,4
14:32:21,30.501974023333332,114.42266094333333,4
14:32:22,30.501974051666668,114.42266091166667,4
14:32:23,30.501974046666668,114.422660865,4
14:32:24,30.50197407,114.42266086166667,4
14:32:25,30.50197406,114.42266086,4
14:32:26,30.501974033333333,114.42266086,4
14:32:27,30.501974011666668,114.42266084,4
14:32:28,30.50197406,114.42266094166666,4
14:32:29,30.50197414166667,114.42266090833333,4
14:32:30,30.501975561666665,114.42266146666667,4
14:32:31,30.501977713333332,114.422661585,4
14:32:32,30.501980493333335,114.42266205333334,4
14:32:33,30.501983973333335,114.422662215,4
14:32:34,30.501986363333334,114.42266432333334,4
14:32:35,30.501986311666666,114.422664105,4
14:32:36,30.501987291666666,114.42266401,4
14:32:37,30.501987723333333,114.42266307333334,4
14:32:38,30.501985756666667,114.42266122333334,4
14:32:39,30.501985286666667,114.42265724333333,4
14:32:40,30.501984831666668,114.42265174,4
14:32:41,30.501987541666665,114.422638055,4
14:32:42,30.501995976666667,114.42262203333334,4
14:32:43,30.502004641666666,114.42260136833333,4
14:32:44,30.502006108333333,114.422576575,4
14:32:45,30.5020066,114.42254852833334,4
14:32:46,30.502008918333335,114.422519565,4
14:32:47,30.502010155,114.42248809833333,4
14:32:48,30.502012251666667,114.422454925,4
14:32:49,30.50201416,114.42242118333333,4
14:32:50,30.50201693,114.422386545,4
14:32:51,30.502020133333332,114.42235207833333,4
14:32:52,30.502022351666668,114.42231845666667,4
14:32:53,30.502024261666666,114.42228644833334,4
14:32:54,30.502025063333335,114.422255285,4
14:32:55,30.502025606666667,114.422224895,4
14:32:56,30.502025326666665,114.42219567833334,4
14:32:57,30.502024385,114.42216851166667,4
14:32:58,30.502022356666668,114.42214181333334,4
14:32:59,30.502016295,114.42211102166667,4
14:33:0,30.502008436666667,114.42207567833333,4
14:33:1,30.50200156,114.42203781,4
14:33:2,30.50199797166667,114.42199874666667,4
14:33:3,30.50199855,114.42195788333333,4
14:33:4,30.502002595,114.42191385833334,4
14:33:5,30.502010476666666,114.42186707,4
14:33:6,30.502017338333335,114.42181422166666,4
14:33:7,30.50202103,114.42175456833333,4
14:33:8,30.502023398333332,114.42168928,4
14:33:9,30.50202628,114.42162113333333,4
14:33:10,30.502031685,114.42155141166667,4
14:33:11,30.50203674666667,114.42148131,4
14:33:12,30.502040848333333,114.42141112333333,4
14:33:13,30.502045828333333,114.42134117333333,4
14:33:14,30.50205224666667,114.42127135833333,4
14:33:15,30.50205845,114.42120163166666,4
14:33:16,30.502064373333333,114.42113190833334,4
14:33:17,30.502069598333332,114.42106186,4
14:33:18,30.502075201666667,114.420991965,4
14:33:19,30.50208122,114.42092212666667,4
14:33:20,30.50208646,114.42085231666667,4
14:33:21,30.502092313333332,114.42078261333333,4
14:33:22,30.50210025,114.42071281833333,4
14:33:23,30.502106996666665,114.42064290833333,4
14:33:24,30.502111873333334,114.42057297166667,4
14:33:25,30.502117446666666,114.42050305,4
14:33:26,30.50212328,114.420433225,4
14:33:27,30.502128201666668,114.42036366666666,4
14:33:28,30.5021332,114.42029386333333,4
14:33:29,30.502139823333334,114.42022392166666,4
14:33:30,30.502146301666667,114.42015418833333,4
14:33:31,30.502151333333334,114.42008419333334,4
14:33:32,30.50215658833333,114.42001464166667,4
14:33:33,30.502162118333334,114.41994511333333,4
14:33:34,30.502167691666667,114.419875565,4
14:33:35,30.502172871666666,114.419805935,4
14:33:36,30.5021771,114.41973599833334,4
14:33:37,30.502182248333334,114.41966611,4
14:33:38,30.502187278333334,114.41959606166667,4
14:33:39,30.502193458333334,114.41952629833334,4
14:33:40,30.502201015,114.419456935,2
14:33:41,30.502207036666668,114.41938710333334,2
14:33:42,30.502212563333334,114.41931633666667,4
14:33:43,30.502220128333335,114.41924679666667,4
14:33:44,30.502226735,114.41917718166667,4
14:33:45,30.502232211666666,114.419107315,4
14:33:46,30.502237461666667,114.419037275,4
14:33:47,30.502243818333334,114.41896825333333,4
14:33:48,30.502252426666665,114.41890243,4
14:33:49,30.502262448333333,114.41883945666666,4
14:33:50,30.502270083333332,114.41877777666667,4
14:33:51,30.502276376666668,114.41871606833334,4
14:33:52,30.502280673333335,114.41865649666667,4
14:33:53,30.502282106666666,114.41859921166666,4
14:33:54,30.502281686666667,114.41854131166667,4
14:33:55,30.50228268,114.41848012833333,4
14:33:56,30.502286788333333,114.41841422166667,4
14:33:57,30.502293131666665,114.41834546666666,4
14:33:58,30.502299288333333,114.41827524,4
14:33:59,30.502305716666665,114.41820540333333,4
14:34:0,30.502312711666665,114.41814246,4
14:34:1,30.502317523333332,114.41808938666667,4
14:34:2,30.502320846666667,114.41804065,4
14:34:3,30.502324561666665,114.41799294166667,4
14:34:4,30.502328511666665,114.41794537166666,4
14:34:5,30.50233296,114.41790136166667,4
14:34:6,30.50233605,114.417862955,4
14:34:7,30.502341421666667,114.41782798666667,4
